feature,zafra_norm,split,category_value,rows,actual_tch_sum,pred_tch_sum,tch_sum_diff,tch_sum_pct_diff,actual_tch_mean,pred_tch_mean,tch_bias,tch_mae,tch_rmse,is_anomaly_zafra
prod_codigo_zae,2023_2024,validation,14.0,62,4930.009999999999,6172.718365389668,1242.7083653896689,0.2520701510523648,79.51629032258063,99.55997363531723,20.04368331273658,22.266347709747627,25.461214243746287,True
prod_codigo_zae,2023_2024,validation,9.0,55,4820.4800000000005,5642.275737851806,821.7957378518058,0.17048006378033012,87.64509090909091,102.58683159730558,14.941740688214647,17.923909323488385,21.615517715736114,True
prod_codigo_zae,2023_2024,validation,32.0,47,4460.610000000001,4739.023152627288,278.4131526272877,0.06241593697437966,94.90659574468086,100.8302798431338,5.923684098452956,18.394254639496545,23.28991466245439,True
prod_codigo_zae,2023_2024,validation,50.0,46,3958.4199999999996,4465.829145540116,507.40914554011624,0.12818476703839318,86.05260869565217,97.08324229435034,11.03063359869817,20.702384281497395,23.547355826235815,True
prod_codigo_zae,2023_2024,validation,40.0,44,3645.75,4323.975843471858,678.2258434718578,0.18603191208170003,82.85795454545455,98.27217826072405,15.414223715269522,19.043028690317122,21.78044430822868,True
prod_codigo_zae,2023_2024,validation,25.0,43,4459.749999999998,4965.568856168302,505.8188561683037,0.11341865713735162,103.71511627906972,115.4783454922861,11.763229213216302,14.81821904432756,18.47219907566977,True
prod_codigo_zae,2023_2024,validation,18.0,41,3981.93,4426.9694959613835,445.03949596138364,0.11176477134489649,97.12024390243901,107.97486575515569,10.854621852716685,15.476852129003818,21.213655726650746,True
prod_codigo_zae,2023_2024,validation,8.0,40,4557.469999999999,4626.448531865047,68.97853186504744,0.015135268441711619,113.93674999999999,115.66121329662617,1.7244632966261686,12.350411510024898,15.746227571690957,True
prod_codigo_zae,2023_2024,validation,45.0,37,2769.14,3864.9561185752855,1095.8161185752856,0.3957243471168975,74.84162162162161,104.45827347500772,29.616651853386077,29.697775413913952,31.87149638765711,True
prod_codigo_zae,2023_2024,validation,53.0,35,3834.5600000000004,3932.5282836927895,97.9682836927891,0.025548767966282727,109.55885714285715,112.35795096265113,2.799093819793978,15.381846033104082,18.867690090806217,True
prod_codigo_zae,2023_2024,validation,42.0,28,2041.62,2569.818373147178,528.1983731471782,0.2587153207488065,72.91499999999999,91.77922761239923,18.864227612399215,19.561311848642248,22.315395898829628,True
prod_codigo_zae,2023_2024,validation,39.0,25,2044.03,2360.6124156539645,316.5824156539645,0.15488149178532826,81.7612,94.42449662615859,12.663296626158576,17.81329603579592,21.834995980749465,True
prod_codigo_zae,2023_2024,validation,17.0,22,1931.11,2210.6597821872297,279.54978218722977,0.14476119029326645,87.77772727272726,100.48453555396499,12.706808281237716,13.412226091801609,17.24502566142414,True
prod_codigo_zae,2023_2024,validation,43.0,21,2144.1800000000003,2455.867271042723,311.68727104272284,0.14536432157874934,102.10380952380953,116.94606052584396,14.842251002034459,16.053580336648842,19.484471011782126,True
prod_codigo_zae,2023_2024,validation,1.0,19,2050.6600000000003,1984.0051272044038,-66.65487279559648,-0.032504107358409716,107.92947368421055,104.42132248444231,-3.508151199768228,17.2485398115388,23.609076114445422,True
prod_codigo_zae,2023_2024,validation,,16,1708.45,1774.572205914264,66.12220591426399,0.038703038376460525,106.778125,110.9107628696415,4.132637869641511,12.402043359319439,15.349849666142322,True
prod_codigo_zae,2023_2024,validation,30.0,15,1627.1100000000001,1616.1107563360588,-10.999243663941343,-0.006759987747565525,108.474,107.74071708907059,-0.7332829109294103,12.959833268704946,15.037478866741665,True
prod_codigo_zae,2023_2024,validation,4.0,14,1664.9799999999998,1795.9860106953056,131.0060106953058,0.07868323384983952,118.92714285714284,128.2847150496647,9.3575721925218,15.52601128100794,19.129993898769662,True
prod_codigo_zae,2023_2024,validation,5.0,7,671.4000000000001,586.9809558474481,-84.41904415255203,-0.12573584175238608,95.91428571428573,83.85442226392115,-12.059863450364558,12.059863450364558,14.171453957706776,True
prod_codigo_zae,2023_2024,validation,16.0,6,421.28,491.0797486039905,69.79974860399051,0.16568493307061932,70.21333333333332,81.84662476733175,11.633291433998416,11.633291433998416,14.30340806509223,True
prod_codigo_zae,2023_2024,validation,13.0,3,272.67,286.9339540187166,14.26395401871656,0.05231215028685429,90.89,95.64465133957219,4.754651339572192,19.65947474444151,20.664604311831162,True
prod_codigo_zae,2023_2024,validation,22.0,3,266.11,290.0494291884362,23.93942918843618,0.08996065231835022,88.70333333333333,96.68314306281206,7.979809729478736,7.979809729478736,9.407830070839754,True
prod_codigo_zae,2023_2024,validation,31.0,2,146.54,163.98143931201673,17.44143931201674,0.1190216958647246,73.27,81.99071965600837,8.72071965600836,8.72071965600836,9.902351763212607,True
prod_codigo_zae,2023_2024,validation,19.0,1,94.64,90.32307070329772,-4.316929296702284,-0.045614214884850846,94.64,90.32307070329772,-4.316929296702284,4.316929296702284,4.316929296702284,True
prod_codigo_zae,2023_2024,validation,23.0,1,76.03,84.48495184478077,8.454951844780766,0.11120546948284579,76.03,84.48495184478077,8.454951844780766,8.454951844780766,8.454951844780766,True
prod_codigo_zae,2023_2024,validation,38.0,1,131.75,97.5308876371734,-34.21911236282661,-0.25972760806699513,131.75,97.5308876371734,-34.21911236282659,34.21911236282659,34.21911236282659,True
prod_codigo_zae,2023_2024,validation,41.0,1,64.41,78.90659950522556,14.49659950522556,0.22506752841523928,64.41,78.90659950522556,14.49659950522556,14.49659950522556,14.49659950522556,True
prod_codigo_zae,2023_2024,validation,47.0,1,132.54,87.30272637268699,-45.237273627313,-0.3413103487800891,132.54,87.30272637268699,-45.237273627313,45.237273627313,45.237273627313,True
prod_familia_de_suelo,2023_2024,validation,FES,1541,157454.74,176820.46096275124,19365.72096275125,0.1229923021863378,102.17698896820247,114.74397207186972,12.566983103667255,17.14318560881515,21.03058373485929,True
